ID,Título,Autor,Ano da edição,Páginas,Editora,Gênero,Estrelas,Já leram,Lendo,Querendo ler,Relendo,Abandonos,Resenhas,Homens,Mulheres,Avaliação,Sentimento,Imagem
30785,O Hobbit,J. R. R. Tolkien,2019,336,HarperCollins Brasil,Fantasia,4.6,18033,2341,8480,110,528,2175,40%,60%,"O livro ""O Hobbit"" de J.R.R. Tolkien recebeu uma série de avaliações positivas, destacando a história bem construída, personagens desenvolvidos, aventura envolvente e escrita envolvente do autor. Os leitores elogiaram a leveza da leitura, a imersão no mundo fantástico criado por Tolkien e a mensagem de amizade, coragem e superação transmitida pela obra. Alguns pontos negativos foram apontados, como capítulos longos e falta de desenvolvimento de alguns personagens, mas no geral, a obra foi amplamente recomendada como uma leitura obrigatória para os fãs de fantasia e para quem deseja se aventurar no universo da Terra-Média.",Bom,https://img.skoob.com.br/2FgPuq_h567_UJBL5TF1o209M78=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/30785/O_HOBBIT_163828222030785SK-V11638282242B.jpg
40413,O Nome do Vento,Patrick Rothfuss,2009,656,Arqueiro,Fantasia,4.7,36066,4513,45340,245,1072,1883,39%,61%,"O livro ""O Nome do Vento"", de Patrick Rothfuss, recebeu avaliações mistas, com destaque para a escrita poética e fluída, a originalidade da trama e a profundidade dos personagens. Enquanto alguns leitores se sentiram cativados e emocionados pela história de Kvothe, outros acharam a narrativa arrastada, com falta de acontecimentos significativos e um ritmo lento. A complexidade do sistema de magia, a construção detalhada do mundo e a promessa de desdobramentos futuros foram pontos positivos ressaltados, embora alguns tenham questionado se o autor foi superestimado. No geral, a obra despertou curiosidade e emoções diversas nos leitores, levando-os a refletir sobre a jornada do protagonista e aguardar ansiosamente os próximos desdobramentos da trilogia.",Bom,https://img.skoob.com.br/UNIkIbxyK7O2kUv_12ffv5DidIc=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/40413/O_NOME_DO_VENTO_151503776240413SK1515037764B.jpg
43647,A Maldição do Titã,Rick Riordan,2009,336,Intrínseca,Fantasia,4.5,352262,5045,81892,583,1064,9109,23%,77%,"O livro ""A Maldição do Titã"" da série Percy Jackson recebeu diversas avaliações positivas dos leitores, que destacaram a trama envolvente, reviravoltas inesperadas, personagens cativantes e momentos emocionantes. A morte de personagens como Zoe e Bianca, o desenvolvimento de Percy, a introdução de novos personagens como Thalia e Nico, e a interação com os deuses foram pontos elogiados, gerando expectativas para os próximos desdobramentos da saga. Além disso, a evolução do protagonista, a profundidade da história e a mistura de ação, emoção e humor foram aspectos valorizados pelos leitores, tornando o livro uma leitura recomendada para fãs de mitologia e aventura.",Bom,https://img.skoob.com.br/9EeNnsEJB_WqoeqrX7jbOnh6oNw=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/43647/A_MALDICAO_DO_TITA_1364235610B.jpg
47661,O Símbolo Perdido,Dan Brown,2009,496,Sextante,Mistério,4.1,148500,3282,72217,123,2265,1593,31%,69%,"O livro ""O Símbolo Perdido"" de Dan Brown é descrito como uma trama envolvente, repleta de mistérios, conspirações e enigmas, que mantém os leitores na beira de seus assentos. Com uma narrativa eletrizante, o autor nos guia por um labirinto de segredos ancestrais e conspirações modernas, desafiando a imaginação e instigando a reflexão sobre os limites entre o conhecimento e o poder. Mesclando fatos históricos com ficção, a obra apresenta personagens cativantes e reviravoltas surpreendentes, proporcionando uma experiência de leitura estimulante e emocionante, que deixa os leitores ansiosos por mais a cada página virada.",Bom,https://img.skoob.com.br/A8ETVbObP5O4o_JBmYdmacVIBU0=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/47661/O_SIMBOLO_PERDIDO_1252019318B.jpg
49904,Crescendo,Becca Fitzpatrick,2011,285,Intrínseca,Romance,4.1,90635,1166,32387,124,858,1299,7%,93%,"As avaliações sobre o livro ""Crescendo"" de Becca Fitzpatrick são bastante diversas, com opiniões que vão desde críticas à protagonista Nora e ao desenvolvimento da trama, até elogios à escrita envolvente e aos plot twists surpreendentes. Alguns leitores destacam a evolução dos personagens, a atmosfera misteriosa e a tensão presente na narrativa, enquanto outros apontam para a falta de comunicação entre os personagens e a frustração com certos desdobramentos da história. No geral, a obra é descrita como uma montanha-russa de emoções, com altos e baixos, mas que mantém o leitor curioso e ansioso para descobrir o desfecho da trilogia.",Mediano,https://img.skoob.com.br/p1v4aKF_fcB5lWEleolGyItfRqA=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/49904/CRESCENDO__1296938304B.jpg
53780,Cidade dos Ossos,Cassandra Clare,2010,476,Galera Record,Fantasia,4.1,189428,7144,142425,517,4166,5256,14%,86%,"As avaliações sobre o livro ""Cidade dos Ossos"" variam desde críticas à protagonista Clary, considerada chata e mimada por alguns leitores, até elogios à construção do universo e dos personagens feitos pela autora Cassandra Clare. Alguns leitores destacam a escrita envolvente e a mistura de fantasia urbana, ação e romance presentes na obra, enquanto outros criticam o final confuso e o plot envolvendo incesto. No entanto, a maioria dos avaliadores reconhece o potencial da história e da saga como um todo, destacando elementos como a magia, as espécies e o desenvolvimento dos personagens, o que desperta curiosidade e interesse para continuar acompanhando a série.",Bom,https://img.skoob.com.br/THr1nJWUK_ENmTJOSwHMTzeFdew=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/53780/CIDADE_DOS_OSSOS_144747181753780SK1447471817B.jpg
53782,Cidade das Cinzas,Cassandra Clare,2014,406,Galera Record,Fantasia,4.1,114865,2888,111273,198,1380,2964,13%,87%,"O segundo volume da série ""Os Instrumentos Mortais"", intitulado ""Cidade das Cinzas"", continua a envolver os leitores em um mundo repleto de segredos, traições e revelações impactantes. A narrativa intensa e cheia de reviravoltas mantém a atenção do leitor do início ao fim, com personagens cativantes e bem desenvolvidos, cenas de ação emocionantes e um enredo que se aprofunda nos conflitos internos e externos dos protagonistas. A autora, Cassandra Clare, consegue criar uma atmosfera envolvente e rica em detalhes, explorando temas como amor proibido, lealdade e identidade. Com uma escrita cativante e um ritmo eletrizante, ""Cidade das Cinzas"" é uma leitura envolvente e emocionante para os fãs de fantasia urbana e romance jovem adulto, deixando os leitores ansiosos pelo próximo capítulo da saga.",Bom,https://img.skoob.com.br/3ERu0gjtEpLWKUkRJzqPFAu83kk=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/53782/CIDADE_DAS_CINZAS_144747195453782SK1447471954B.jpg
53783,Cidade de Vidro,Cassandra Clare,2011,474,Galera Record,Fantasia,4.4,100336,1910,114397,137,776,2562,13%,87%,"O livro ""Cidade de Vidro"" recebeu avaliações mistas dos leitores, com opiniões divergentes sobre a trama, desenvolvimento dos personagens e desfecho. Alguns elogiaram a profundidade e emoção da história, destacando a evolução dos personagens e os plot twists surpreendentes, enquanto outros apontaram a lentidão em alguns momentos, a construção questionável do romance entre os protagonistas e a sensação de que a saga poderia ter sido encerrada nesse terceiro volume. A presença de personagens secundários como Alec, Magnus e Isabelle foi elogiada, assim como a resolução de alguns conflitos, mas houve críticas em relação à protagonista Clary e a extensão desnecessária da série.",Bom,https://img.skoob.com.br/8xImHgHX-7J974NrJY111zs1vOM=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/53783/CIDADE_DE_VIDRO_144747243453783SK1447472434B.jpg
54127,Os 13 Porquês,Jay Asher,2009,256,Ática,Romance,3.9,69313,2270,76459,100,1411,1762,15%,85%,"O livro ""Os 13 Porquês"" de Jay Asher recebeu avaliações variadas, com alguns leitores elogiando a narrativa envolvente e a capacidade de provocar reflexões profundas sobre as consequências de nossas ações, enquanto outros criticaram a superficialidade na abordagem de temas sensíveis como saúde mental e suicídio. Alguns leitores destacaram a importância da obra em trazer à tona discussões relevantes, enquanto outros apontaram a falta de conexão emocional com os personagens e a narrativa. No geral, a obra dividiu opiniões, com alguns recomendando a leitura pela mensagem impactante que transmite, enquanto outros expressaram desapontamento com a forma como os temas foram tratados.",Bom,https://img.skoob.com.br/37yDPPHEeMZFAOUWNsXOmn2mQXQ=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/54127/OS_13_PORQUES_1370299464B.jpg
55883,Fani Na Terra Da Rainha,Paula Pimenta,2009,328,Gutenberg,Romance,4.2,73730,835,16119,169,369,1703,1%,99%,"O livro ""Fazendo Meu Filme 2: Fani na Terra da Rainha"" recebeu críticas mistas dos leitores, com alguns elogiando a evolução da personagem principal, Fani, durante seu intercâmbio na Inglaterra, enquanto outros apontaram a falta de diálogos e a indecisão da protagonista como pontos negativos. A narrativa foi considerada envolvente e emocionante por alguns, com destaque para o amadurecimento de Fani e a construção de novos cenários e personagens. No entanto, houve críticas em relação ao desenvolvimento do relacionamento entre Fani e Leo, a falta de profundidade em algumas partes da história e a atitude da protagonista em certas situações. Apesar das opiniões divergentes, a maioria dos leitores concordou que a escrita de Paula Pimenta continua cativante e que a série ""Fazendo Meu Filme"" é uma leitura agradável e nostálgica para os fãs do gênero infanto-juvenil.",Bom,https://img.skoob.com.br/ZiJvXhQgsAFmKvp2RTDvzjS94P8=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/55883/FAZENDO_MEU_FILME_2_142897366055883SK1428973660B.jpg
56498,Para Sempre,Alyson Noël,2010,255,Intrínseca,Romance,3.6,77506,698,8332,138,964,1146,6%,94%,"O livro ""Para Sempre"" da autora Alyson Noel recebeu avaliações divergentes, desde elogios até críticas negativas. Enquanto alguns leitores se emocionaram com a história de amor entre Damen e Ever, destacando a escrita envolvente e a capacidade de transportar para um mundo de fantasia, outros apontaram a trama como chata, mal elaborada e cansativa, com personagens irritantes e um enredo confuso. Apesar das opiniões variadas, o livro parece despertar tanto o amor quanto a frustração dos leitores, mostrando que a experiência de leitura pode ser bastante subjetiva e pessoal.",Bom,https://img.skoob.com.br/T-ukNlNfjGaVF3UA1ALf_3iBObk=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/56498/PARA_SEMPRE_1273021696B.jpg
60437,Se Eu Ficar,Gayle Forman,2013,224,Novo Conceito,Ficção,3.8,93830,2204,35366,82,1760,1918,6%,94%,"O livro ""Se Eu Ficar"", de Gayle Forman, recebeu avaliações mistas dos leitores. Enquanto alguns se emocionaram profundamente com a história de Mia e sua família, destacando a intensidade das emoções e a reflexão sobre as escolhas da vida, outros consideraram a narrativa monótona e pouco envolvente. Alguns apreciaram a escrita fluída e a profundidade dos personagens, enquanto outros acharam o enredo previsível e os flashbacks cansativos. No entanto, a maioria concordou que a obra aborda temas como perda, amor e escolhas de forma impactante, mesmo que o ritmo da história tenha sido criticado por alguns leitores.",Bom,https://img.skoob.com.br/EhRnlX2aBcisvBwIsDfENtrfqD0=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/60437/SE_EU_FICAR_1404309893B.jpg
61651,A Batalha do Labirinto,Rick Riordan,2010,392,Intrínseca,Fantasia,4.5,327802,4302,79516,501,747,8031,23%,77%,"As avaliações sobre o livro ""A Batalha do Labirinto"" são extremamente positivas, destacando o amadurecimento dos personagens, as reviravoltas surpreendentes, a evolução da trama e o desenvolvimento dos relacionamentos. Os leitores elogiam a ação, a mitologia, as emoções intensas e os momentos marcantes, como o primeiro beijo de Percabeth. Além disso, a participação de personagens como Nico, Grover e Rachel é muito apreciada, assim como a complexidade da história e a preparação para o desfecho da saga.",Bom,https://img.skoob.com.br/Me_1_t5hIQtjU_vFWUBsV8lx3DU=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/61651/A_BATALHA_DO_LABIRINTO_1364235826B.jpg
64463,O Último Olimpiano,Rick Riordan,2010,384,Intrínseca,Fantasia,4.6,307309,3250,90379,437,665,8134,23%,77%,"O livro ""Percy Jackson e o Último Olimpiano"" é descrito pelos leitores como o desfecho perfeito para a saga, repleto de reviravoltas, ação eletrizante e emoções intensas. Os personagens são cativantes, o desenvolvimento deles é elogiado e o final da história é considerado épico. A narrativa envolvente, as batalhas bem construídas e o humor presente ao longo do livro são destacados, assim como a redenção de personagens como Luke. O amor entre Percy e Annabeth é celebrado, e a profecia cumprida deixa os leitores ansiosos para continuar acompanhando as aventuras do semideus favorito de todos.",Bom,https://img.skoob.com.br/5tIziAZ2XzkKFty-Wu5nefGXHI4=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/64463/O_LTIMO_OLIMPIANO_144487173964463SK1444871739B.jpg
68946,Anne de Green Gables,L. M. Montgomery,2020,336,Ciranda Cultural,Infantil,4.2,83437,8638,45473,220,4458,7682,5%,95%,"O livro ""Anne de Green Gables"" é descrito como uma leitura encantadora e inspiradora, que cativa os leitores com a história da órfã Anne Shirley e sua jornada de crescimento, imaginação e superação. Enquanto alguns apreciam a poesia, lições e detalhes minuciosos da obra, outros acham a narrativa cansativa e preferem a série televisiva. No entanto, a maioria destaca a evolução da personagem ao longo do tempo, o desenvolvimento de seus relacionamentos e a mensagem positiva que a história transmite, tornando-a uma leitura recomendada para todas as idades.",Bom,https://img.skoob.com.br/VA_mSAe0NQ2iR08vc27FWgAQ300=/200x/center/top/smart/filters:format(jpeg)/https://skoob.s3.amazonaws.com/livros/68946/ANNE_DE_GREEN_GABLES_2898472099B.jpg
